transcript_id	kw20-BHI1-F	kw20-BHI1-G	kw20-BHI1-H	kw20-BHI2-F	kw20-BHI2-G	kw20-BHI2-H	kw20-BHI3-F	kw20-BHI3-G	kw20-BHI3-H	kw20-MIV0-A	kw20-MIV0-B	kw20-MIV0-C	kw20-MIV1-A	kw20-MIV1-B	kw20-MIV1-C	kw20-MIV2-A	kw20-MIV2-B	kw20-MIV2-C	kw20-MIV3-A	kw20-MIV3-B	kw20-MIV3-C	sxyx-MIV0-A	sxyx-MIV0-B	sxyx-MIV0-D	sxyx-MIV1-A	sxyx-MIV1-B	sxyx-MIV1-D	sxyx-MIV2-A	sxyx-MIV2-B	sxyx-MIV2-D	sxyx-MIV3-A	sxyx-MIV3-B	sxyx-MIV3-D
gene-HI_0908	2650	2843	3018	2865	2689	1893	2386	2500	2249	2711	2372	1108	1699	2367	1235	1317	1369	992	1600	1696	453	3957	2539	2432	2739	1440	1836	2307	1658	1255	2196	1671	1622
gene-HI_0909	9507	10306	9299	9965	11735	7795	8167	10327	8343	5200	6387	5641	3324	4334	5085	829	1406	1758	3555	1493	932	9044	7045	10761	5499	3915	10092	2188	2433	3465	3855	5002	5574
gene-HI_0910	413	450	534	448	513	380	471	688	757	196	309	171	295	385	286	67	87	76	353	76	44	222	159	391	535	360	642	151	197	179	458	417	439
gene-HI_0911	2313	2393	2424	3343	2870	2264	2652	3326	2869	1143	1731	1377	1335	1939	1931	870	1014	1342	1860	1350	814	1918	1245	2858	2194	1294	3344	1547	1458	1877	2579	2404	3098
gene-HI_0912	1034	1296	1133	1689	1340	968	1155	1483	1228	607	719	580	836	1162	1029	574	677	540	942	428	149	790	517	1247	1290	727	1701	712	710	1031	1014	970	1440
gene-HI_0913	56494	59240	57589	74911	63948	56476	54613	54909	52487	49734	61948	45603	20851	27639	16591	17288	21578	12732	36453	63229	27236	86958	75364	71030	45690	38961	28279	30191	39007	24992	43552	58110	41368
gene-HI_0914	33132	35857	33132	44304	41337	34807	34101	35144	31296	28301	32868	27620	13382	17997	12694	11315	13131	9171	22107	36297	12262	43094	37134	46018	27666	20616	19682	18059	23059	16467	25970	31901	28429
gene-HI_0915	15875	17714	14562	25523	24297	17413	22202	24525	22051	15609	21347	13091	13454	19070	12764	10292	12467	11904	32217	22149	4262	18814	18566	23068	20126	13802	12258	16371	20240	18305	34028	38759	43220
gene-HI_0916	14339	16350	14240	25718	23022	16451	21625	26102	20231	16538	18692	11406	12143	18819	10936	10173	11549	10715	32676	20788	6464	20802	15199	21715	21752	11804	13242	16452	17356	19440	34245	34628	44575
gene-HI_0917	25582	30074	27674	34810	35427	27154	29011	33291	28590	25806	30926	18542	18239	28514	15747	14509	18878	14296	20696	9310	3441	32677	31213	35012	27508	20281	24592	21194	24550	20283	21738	26636	24084
gene-HI_0918	4598	5122	5056	5584	4516	3751	4543	4781	4232	4167	5225	2796	2422	4147	2525	3117	3242	2604	3705	2012	964	6712	4446	4999	4713	2649	3230	4403	3186	2957	5414	4004	3715
gene-HI_0919	2534	2691	2771	2727	2321	1930	2286	2420	2404	1949	2365	1355	1804	2785	1662	1999	2361	1732	2333	1720	459	3390	2414	2651	2609	1646	1936	2792	2342	1971	3334	2785	2373
gene-HI_0920	1515	1832	1760	1818	1401	1055	1594	1557	1434	1525	1716	941	1689	2358	1135	1667	1863	1314	1626	1986	1076	2918	1935	1740	2331	1338	1319	2488	2056	1250	2407	1955	1471
gene-HI_0921	18207	20724	19232	20141	17984	16130	16399	15940	14061	16392	17746	13007	11116	14770	9194	8925	9012	7548	10069	7698	2606	21639	22316	20648	16501	13506	14369	12400	13789	8872	11600	14300	11283
gene-HI_0922	1774	2111	2057	2388	2409	1885	2194	2223	2174	1772	2063	1414	1174	1520	1143	979	893	866	1327	480	322	2724	2028	2273	2083	1317	1718	1585	1263	1139	1586	1590	1448
gene-HI_0923	2809	3344	3235	3282	3065	2339	2788	3209	3004	3012	3479	1799	2084	2886	1843	2693	3042	3041	2887	2157	1263	4480	2967	3008	3477	1930	2156	3936	2941	3118	3737	3095	2531
gene-HI_0924	17793	19462	16675	19145	17082	13312	14193	14459	10298	15520	17642	11723	8715	10153	7397	5314	7330	4423	9550	4835	1519	21658	21447	18792	13223	10736	10355	9474	11155	7887	10901	12797	9510
gene-HI_0925	1702	2285	2009	2408	2293	1730	1775	2058	2284	2134	2276	1330	2013	2810	1653	1778	1663	1375	1600	1561	229	2795	2214	2077	2990	1607	2002	2827	2115	1607	1861	1746	1458
gene-HI_0926	1569	1897	1671	2160	1800	1507	1605	1853	1839	1796	2076	1081	1630	2554	1393	1735	1422	1355	1491	1326	176	2641	1954	1772	2769	1554	1653	2471	1972	1418	1592	1673	1394
gene-HI_0927	9140	10700	9946	11686	10455	8417	8734	9562	9289	9692	10578	6156	8517	10584	5699	5742	6039	4949	5427	5919	2006	12738	12759	10486	11037	8407	7963	8243	9234	6142	6059	7685	5883
gene-HI_0928	4798	4867	4679	3079	2941	2483	2846	2977	2558	3451	3263	2332	3789	4575	2893	2639	3443	2215	3942	3905	1449	3535	3929	3932	4326	3931	3998	3354	4646	3635	4281	6231	4904
gene-HI_0929	2197	2162	1938	1852	2126	1775	1653	1839	1877	1345	2133	1243	833	1098	997	629	737	611	789	880	330	1934	1556	2393	1300	854	1053	884	1156	640	860	1153	1173
gene-HI_0930	1325	1457	1310	1292	1278	1118	1113	1350	1062	999	1460	922	647	910	642	501	574	488	569	707	313	1553	1411	1446	978	822	759	730	881	489	557	840	720
gene-HI_0931	925	913	850	787	949	729	771	898	739	532	749	571	276	451	340	225	150	233	252	301	118	739	628	1030	497	373	436	340	435	292	280	348	404
gene-HI_0932	34792	39430	36154	50965	47018	38416	45922	46873	41125	27406	34096	33034	31858	42279	38103	25278	30354	26331	33686	37594	37039	39675	36169	50793	46712	36496	42880	37542	47423	49561	36300	45925	50597
gene-HI_0933	1325	1352	1122	1922	1708	1241	1775	1966	1523	1010	1357	931	1460	1613	1520	1681	1938	1528	2302	1463	254	1508	1133	1811	1890	1358	1521	2362	2259	1963	2114	2318	2082
gene-HI_0934	890	850	784	1379	1071	791	1162	1195	936	1030	1067	584	905	937	744	961	1049	719	1437	539	146	1438	981	1143	1448	785	879	1323	1102	782	1593	1303	1031
gene-HI_0935	277	260	218	440	322	251	423	482	364	338	336	181	309	423	342	480	554	354	653	231	66	450	332	321	575	318	393	641	527	381	597	478	531
gene-HI_0936	1266	1243	1035	1861	1605	1093	1418	1954	1627	617	856	779	737	896	1367	1090	989	1312	1186	715	361	828	560	1664	1097	578	1203	1275	1007	1414	945	1121	1607
gene-HI_0937	10014	11226	9769	12695	10933	8529	10347	10899	10032	5964	6649	6407	8911	10670	11846	9509	9653	12545	8842	12266	6483	9036	6832	11890	9836	6468	12193	9616	8969	13629	6558	7010	10592
gene-HI_0938	35	23	50	43	37	41	24	65	43	30	45	44	310	337	361	1840	1725	1428	2079	2382	1494	41	30	22	43	44	57	39	34	58	77	57	108
gene-HI_0939	75	61	97	78	60	58	66	80	77	65	46	59	206	275	349	1684	1388	1525	1716	1235	400	117	47	72	94	45	128	101	76	130	124	80	208
gene-HI_0940	132	118	159	99	74	92	102	129	89	89	80	73	274	327	296	1458	1862	1535	2134	1360	245	167	130	111	125	103	123	130	100	152	126	148	243
gene-HI_0941	67	59	65	57	27	30	41	49	55	29	45	22	64	93	110	464	383	529	483	353	79	59	41	47	58	46	66	63	32	70	80	55	98
gene-HI_0942	3509	4182	3706	3840	3884	3084	3031	3430	3050	3743	4278	2279	3366	5451	2946	4862	5301	3969	4942	4747	1089	4413	3271	4007	4573	2951	3705	3405	3590	3214	3099	3399	3416
gene-HI_0943	1799	2218	1928	1878	1746	1427	1347	1689	1484	1403	1449	1076	967	1297	907	1161	1297	1304	1255	1086	480	1931	1638	1813	1342	1029	1093	1099	1117	904	1057	1064	1050
gene-HI_0944	4417	4474	4289	3453	3334	2597	2687	2948	2515	2526	3075	2295	1727	2558	1742	2048	2222	2046	2403	1724	396	3544	2988	3812	2605	1864	2305	1914	2200	1789	2032	2480	2113
gene-HI_0945	2562	2915	2745	2375	2155	1806	1961	2190	1985	1069	1474	1440	843	1017	1078	816	854	1189	1154	729	309	1715	1484	2465	1018	812	1620	839	967	1061	961	1393	1447
gene-HI_0946	1527	1775	1665	1465	1408	1092	1218	1257	1174	1217	1337	802	1108	1553	1010	1174	1635	997	1362	1488	500	1937	1327	1443	1815	1037	1337	1537	1280	1321	1741	1594	1584
gene-HI_0946.1	6476	7931	7847	4868	5624	4493	3954	4676	3799	3073	3141	3845	3049	3645	5460	2617	2831	4391	2968	2746	1493	4249	3585	6094	5165	3050	6520	3193	3220	6017	2874	4117	6393
gene-HI_0947	1468	1825	1568	1183	1305	1011	831	1071	946	786	868	923	871	1061	1293	1059	1202	1284	900	1094	693	1131	806	1552	1340	705	1495	1162	1100	1538	863	1128	1707
gene-HI_0948	543	639	546	416	508	401	406	472	400	272	284	387	304	428	554	479	529	575	342	542	499	432	378	654	525	254	703	545	431	735	344	395	771
gene-HI_0949	5247	5789	4675	3057	3698	2701	2419	2901	1783	1148	1138	2879	2019	2223	9320	1409	1384	3891	1741	2750	3408	1933	1178	4843	4241	1923	10460	1962	1768	9973	2099	2032	10649
gene-HI_0950	8880	12656	10905	12673	11806	10720	9510	10242	8518	8914	10596	6387	4063	7781	3834	4138	3840	3643	5730	5178	1679	17753	11874	11523	9908	5718	5184	7609	6459	4535	7072	6439	5201
gene-HI_0951	23127	27828	25692	29546	28349	22556	21642	22037	17518	20623	21747	15160	9719	14828	7653	8720	8212	7395	11052	9470	3789	38977	31340	27979	20352	14781	10940	15659	17125	8599	13485	14932	9689
gene-HI_0952	82	94	105	112	105	74	73	92	87	89	93	56	85	173	185	2550	1149	2021	1520	774	200	169	95	97	103	52	60	96	68	75	132	80	120
gene-HI_0953	3662	4098	4409	4281	4175	3252	3535	3832	3526	3736	4071	2279	3222	4825	2643	3472	4265	2700	3746	3446	1061	5571	4348	4006	4999	3581	3638	4072	3983	2845	3956	4051	2972
gene-HI_0954	1997	2320	2161	2457	2327	1867	2036	2208	1823	2273	2265	1497	2987	3901	2388	2588	2930	2206	2336	1797	332	3326	2936	2521	3790	2668	2736	3066	3222	2425	2539	2833	2305
gene-HI_0955	2144	2710	2313	2522	2601	1834	2095	2278	1983	2251	2554	1434	2866	4006	2307	2238	2813	1803	2537	1609	330	3276	2979	2404	3811	2492	2705	2764	2877	2336	2396	2854	2268
gene-HI_0956	814	948	892	922	930	675	730	841	799	681	793	496	586	1072	697	580	737	468	655	468	238	1058	661	939	1009	482	967	683	709	725	591	693	753
gene-HI_0957	2894	3179	2944	3129	3379	2518	2924	2983	3205	2349	2590	2010	4122	5654	4034	3363	4842	3705	2671	3150	1032	3651	3067	3863	4202	3296	4632	3210	3438	4036	3235	3801	4025
gene-HI_0958	2718	3054	2829	2658	2354	1915	1861	2485	1811	2073	3016	1395	1860	3275	2227	1934	2053	1813	2031	1542	640	3287	2113	2333	3466	1654	2122	2707	2211	2155	2578	1979	2118
gene-HI_0959	3524	4030	3601	4005	4336	2928	3356	4235	3589	3064	4250	2458	2908	4783	3232	3048	3172	2717	3273	2719	527	5029	3699	4051	4575	2877	3220	4099	3999	2887	3970	3782	3442
gene-HI_0960	1559	1878	1642	1958	1891	1424	1552	1974	1727	1809	2353	1013	840	2204	1024	1287	966	792	1352	908	163	2898	1222	1821	1972	956	1485	1471	1042	1012	1528	1198	1199
gene-HI_0961	2242	2199	2173	2322	2436	1955	2253	2208	2609	2350	2918	1396	1488	2806	1343	1511	1541	1177	1615	1136	283	3119	2052	2690	2478	1601	1940	2083	1923	1351	1932	2114	1686
gene-HI_0963	5322	6093	5389	6059	5443	4066	5009	5427	5377	4177	4472	3216	4075	4529	3516	3742	3420	3800	3877	4444	2218	7186	5408	5619	5367	3554	4012	5544	4677	3526	5399	4797	4275
gene-HI_0964	1889	1990	1805	2016	1857	1577	1803	1793	1414	1123	1608	1334	1038	1248	1117	827	1087	995	1208	1354	511	1975	1696	2058	1498	1139	1356	1246	1332	1120	1689	1729	1716
gene-HI_0965	11515	12613	11490	18832	16159	12156	13529	13164	10355	18150	19122	9373	10367	13706	5743	5887	6678	2787	11686	12429	4632	37877	26567	16535	19630	12303	7042	13883	11388	5326	15867	13027	8247
gene-HI_0966	1323	1476	1409	2256	1946	1596	2066	1864	1893	1828	1975	1160	1186	2025	1168	1351	932	867	1675	1520	588	3509	2104	1863	2344	1217	1516	1784	1191	1043	2372	1685	1554
gene-HI_0967	37	24	34	11	11	6	7	9	8	5	6	7	1	6	19	3	3	37	2	8	32	12	7	11	7	5	3	7	1	8	11	11	21
gene-HI_0968	12591	12554	11206	14090	12163	9902	11549	11349	10906	3450	5445	8814	3121	3794	8783	2520	2042	6261	2302	2522	2495	5672	4288	14203	3601	3237	11235	3040	3032	7131	2839	4196	8442
gene-HI_0969	3667	4337	3905	5201	4910	3889	3851	4504	3407	2117	2762	2783	1313	1526	1656	1043	744	1301	1389	623	345	2888	2238	4718	1988	1438	2584	1705	1755	2086	1582	2054	2177
gene-HI_0970	2250	1933	2089	2330	1962	1680	1883	1882	1427	1536	2181	1555	456	621	559	581	426	550	636	633	635	2292	1680	2449	878	484	789	787	621	681	891	735	651
gene-HI_0971	10543	11458	10801	12300	10102	8307	9282	9281	7672	8311	9881	6655	2789	3089	2267	2517	1578	2072	4047	1194	502	13416	10672	11538	4885	3332	3423	4004	3987	2235	5653	5558	3968
gene-HI_0972	18235	18874	18420	20375	16767	14060	15242	14820	10807	12155	16213	11368	3429	3981	2670	2737	1937	2017	4962	1275	658	17054	16063	19361	6180	4517	4615	4263	5288	3133	5823	7336	5165
gene-HI_0973	8596	10353	9949	10070	9859	8074	7053	8593	6991	6002	7041	4971	1065	1768	1212	1062	689	1043	2039	672	534	8813	5170	9557	2720	1355	2231	1959	1412	1490	2652	2230	2256
gene-HI_0974	3187	3758	3275	4894	4702	3865	3479	3832	3267	2619	3173	2327	303	411	450	329	239	339	615	170	248	3550	2594	4821	714	438	664	552	449	472	688	871	784
gene-HI_0974.1	1276	1416	1375	1738	1519	1458	1526	1389	1581	1147	1223	1108	1001	1447	954	1002	1102	1151	819	936	316	1666	1435	1829	1283	1038	1619	1025	1063	1163	1185	1148	1104
gene-HI_0975	10971	11923	10886	12214	9969	8455	9189	9210	8355	8859	10529	6855	6552	9804	4959	4901	6512	4326	6048	3843	538	12208	10341	12129	9138	7477	9921	6041	7015	6393	6782	7764	6135
gene-HI_0976	2378	2621	2282	2204	1902	1590	1692	1801	1796	1436	1710	1313	515	822	541	505	683	508	731	234	109	2072	1762	2284	1002	696	1093	822	769	689	948	986	830
gene-HI_0976.1	2843	3341	2924	2755	2631	2128	2037	2270	2139	2406	2633	1229	965	1347	609	795	1089	521	1269	421	160	3322	2869	2501	1650	1223	1076	1209	1300	827	1365	1631	952
gene-HI_0977	2197	2581	2436	2301	2248	1736	1656	2055	1493	1185	1391	1336	267	752	648	756	350	656	646	370	355	2188	721	2157	849	321	1052	566	413	901	1074	510	837
gene-HI_0978	4003	5093	4534	5678	4857	3980	3992	5016	4367	4266	5144	3012	3008	3777	1940	2434	2715	1808	3275	1474	353	7283	6437	4512	4413	3370	2503	3617	3800	2313	3507	4122	2621
gene-HI_0979	27228	29647	26547	38795	34432	28659	31425	28866	30501	24259	37907	27096	5092	5830	5918	3637	4250	3899	11325	4883	3269	60884	43459	38288	12732	7904	7843	8531	7981	5402	18363	13952	9435
gene-HI_0980	5664	7057	6610	6134	5917	5602	4186	3550	2665	7546	10150	5168	731	987	588	659	662	593	1249	609	387	19284	13205	7836	2492	1110	889	1408	1063	845	1543	1461	832
gene-HI_0981	1521	1641	1565	1941	1725	1326	1326	1492	1228	1485	1506	1008	1214	2028	1095	1187	1175	1017	881	1497	846	2419	1744	1574	1914	1026	1173	1776	1498	1270	1142	990	1230
gene-HI_0982	4909	5129	4537	5972	5496	4558	5566	5267	5586	5044	4982	3781	5824	7827	5532	8397	7700	9686	5665	3551	791	6411	6157	6887	6726	5215	6392	5045	5965	4785	4883	6319	5702
gene-HI_0983	1560	1987	1861	2182	1631	1357	1499	1853	1370	1493	1799	1000	1558	2589	1264	2657	2559	2249	2035	957	179	2220	1722	1720	2148	1396	1512	1590	1609	1334	1590	1719	1585
gene-HI_0984	2056	2148	2026	2522	1834	1701	1890	2048	1887	2104	2094	1363	2391	3646	1883	4535	4364	4255	2685	1743	314	2718	2205	2118	2985	2163	1977	2381	2495	1749	2281	2576	2080
gene-HI_0985	150	184	181	167	138	142	137	208	157	126	154	111	1348	1055	1176	10176	9085	10600	3891	5293	3402	193	140	124	164	124	150	217	200	218	168	216	331
gene-HI_0986	303	352	367	143	123	82	94	152	119	70	98	87	132	204	304	107	110	157	561	229	166	147	131	171	215	176	194	128	125	181	375	390	756
gene-HI_0987	181	156	210	141	123	103	88	141	155	43	46	104	89	59	274	69	83	171	181	120	311	61	64	155	112	57	184	96	80	199	198	120	703
gene-HI_0988	521	662	550	414	387	306	294	385	278	186	198	239	235	302	516	169	218	298	422	301	350	270	261	446	309	238	506	222	221	365	341	525	1025
gene-HI_0989	368	361	350	253	242	221	217	252	169	276	225	196	572	875	403	481	811	468	1013	767	202	357	343	308	683	436	500	415	496	508	791	955	920
gene-HI_0990	27467	34998	32583	19300	23260	17305	19681	22646	19528	27261	23576	12999	16460	23890	14013	10017	11928	13916	12534	6886	3553	36072	29727	25042	25212	18113	21603	16250	15948	15043	15140	16585	17363
gene-HI_0991	3403	3747	3582	3811	3097	2535	3153	3286	2891	3719	4115	2028	3688	5165	2341	3576	3799	2545	3438	2238	423	4631	4153	3361	4937	3626	3082	4899	5180	3199	3887	4440	3093
gene-HI_0992	6410	7402	6709	8123	6859	5472	6609	6721	6398	7763	7643	4310	8546	13414	5350	10588	11039	8256	8569	8132	738	8838	7824	7733	10971	7771	7285	12692	13499	9168	8377	10204	8568
gene-HI_0993	6432	6965	6356	7529	6330	4987	5914	5884	5341	3765	5007	4112	3533	4606	3817	4079	3218	4073	3095	3639	1263	5257	4182	7061	4845	3418	4799	4866	4783	4193	3575	3676	4372
gene-HI_0994	1053	1202	1122	883	1089	813	1173	1408	1397	1058	1275	728	1342	1800	2555	813	1113	4125	868	1091	975	1547	978	1396	2210	1300	3093	1065	784	1820	1176	1135	1412
gene-HI_0995	541	741	703	568	620	495	788	946	825	850	968	466	1033	1284	1868	580	847	2797	620	693	816	1176	945	965	1757	1014	2730	855	638	1235	753	695	996
gene-HI_0996	75	80	87	105	95	76	73	81	67	76	93	51	87	100	121	86	67	173	74	79	60	146	75	88	120	44	173	103	79	82	88	68	132
gene-HI_0997	64	109	70	87	66	59	74	81	109	46	49	76	69	97	130	54	100	203	79	99	113	122	57	99	82	62	167	96	54	120	156	80	284
gene-HI_0998	2613	2972	3145	3108	2288	1892	2172	2240	1936	2179	3040	1332	1273	2072	928	1298	830	1092	1483	792	278	5104	4266	2150	3335	1966	1019	3400	2097	822	2382	1967	977
gene-HI_0999	5783	6600	6725	5621	4359	3476	3267	4082	3118	3634	5934	2560	1297	2768	1502	1350	989	1330	1874	1063	453	7450	3995	3821	3864	1770	1586	2551	2027	1330	2156	1988	1467
gene-HI_1000	1873	2394	2468	2140	1907	1390	1150	1648	1083	1441	1979	955	322	621	443	197	215	299	350	220	198	2209	1377	1556	919	463	508	449	378	344	427	404	373
gene-HI_1001	20696	25281	24070	28157	22865	18963	18200	21989	15259	21472	24664	12904	5846	9238	4511	3847	3762	3754	7372	3524	1898	32440	21776	23202	14574	8128	8009	8117	6689	4126	8683	8339	5602
gene-HI_1002	3213	3230	2990	2673	2459	1786	2014	2593	2471	978	1596	1624	648	775	1048	556	455	963	1426	461	619	2005	1399	2862	1312	744	1054	1170	1103	761	1843	1858	1505
gene-HI_1004	12256	13787	13121	12294	12586	9487	10204	11181	10826	9382	10091	7095	5206	7176	5649	4122	3554	4855	5916	4047	2325	16386	9133	14033	8944	5078	7294	6328	5296	4731	7743	6884	6687
gene-HI_1005	2139	2436	2399	1340	1189	807	983	1188	948	545	706	734	156	316	651	243	196	680	448	148	514	1505	767	1184	459	221	465	268	228	314	964	489	609
gene-HI_1006	1126	1137	1121	1163	884	772	863	920	840	794	1010	719	355	719	600	555	424	575	546	641	282	1601	712	1220	923	343	590	810	580	380	791	610	679
gene-HI_1007	2964	3297	2977	2409	2575	1744	1844	2352	2246	969	1724	1635	871	971	1825	794	607	1379	770	617	556	2108	1579	2573	1226	907	1392	1028	1096	948	924	1233	1663
gene-HI_1008	275	385	573	410	316	286	366	655	476	242	335	219	1926	1735	2336	24800	25476	28075	14917	20766	36396	501	221	243	567	249	376	717	511	567	496	311	499
gene-HI_1009	2077	2410	2321	2279	2232	1928	1711	1890	1912	2228	2232	1290	1430	2387	1341	1336	1654	1120	1740	1300	798	3117	1916	2343	2438	1228	1712	1747	1369	1407	2073	1579	1653
gene-HI_1010	126	155	129	4705	4403	3048	231	229	199	204	919	783	135	96	877	136	111	578	106	174	293	65	54	1224	182	162	778	138	144	640	82	149	717
gene-HI_1011	297	270	235	6901	6730	5005	369	455	314	589	1548	985	457	263	1248	277	220	834	288	390	189	158	200	1863	622	420	1169	342	296	979	199	373	974
gene-HI_1012	162	176	174	3659	3722	2614	210	220	172	453	913	578	286	232	638	205	214	442	215	223	90	136	176	1110	504	316	666	239	265	556	155	284	638
gene-HI_1013	185	229	216	4020	3847	3142	317	275	223	773	1429	605	595	766	704	403	543	488	414	423	115	271	321	1247	1004	786	757	541	584	709	353	592	817
gene-HI_1014	555	608	588	9232	9000	7284	2897	1492	804	2380	4069	1387	2448	4760	2381	2178	2832	2074	2280	2791	354	982	866	2802	3578	2299	2236	2920	2778	3073	2078	2424	2577
gene-HI_1015	737	907	785	9543	9923	8321	4024	2188	1378	2405	4730	1745	2929	5521	2437	2485	3308	1923	2476	2911	419	1519	1620	2872	3763	3111	2528	3230	3607	3128	2273	3467	2789
gene-HI_1016	400	430	417	4572	4921	3512	2262	1365	815	1161	2011	804	1826	2268	1214	1123	1624	880	1300	1167	200	820	860	1399	1925	1471	1187	1753	1978	1425	1292	1762	1308
gene-HI_1017	246	296	194	454	425	393	282	285	267	157	232	155	134	184	196	137	169	159	120	192	113	233	198	313	175	147	164	197	161	213	181	223	248
gene-HI_1019	5254	5635	5008	10513	8937	7067	10177	10022	7365	5238	7265	4116	2407	4094	2309	2172	4325	1845	13125	12629	5852	5508	4816	7992	2302	1587	2925	2097	2318	2993	8143	10399	10963
gene-HI_1020	2803	2815	2707	3633	3214	2284	2965	3629	2280	1640	2801	1411	519	983	679	458	795	539	2663	2259	414	1709	1220	2567	541	387	895	573	598	791	1631	1993	2245
gene-HI_1021	1254	1255	1188	1476	1439	1003	1289	1580	1236	490	831	719	316	410	537	196	220	336	563	468	257	610	403	1422	316	268	670	262	219	449	461	643	961
gene-HI_1022	5482	5874	5524	6432	6427	4878	5670	6114	4915	3302	4928	4028	1423	2048	1792	1266	1570	1507	2227	1926	1439	4942	4185	6819	1848	1448	2498	1540	1649	1982	2047	2581	2821
gene-HI_1023	34965	36740	33348	36039	30815	24198	27947	27171	22727	30771	30901	19783	35167	53718	27420	29632	33226	21236	20110	18633	3445	34741	38840	35748	40900	34842	35545	31237	44185	30119	19951	31647	26649
gene-HI_1024	535	697	651	552	559	432	452	537	508	551	631	347	877	1829	1007	1052	1380	758	807	520	149	755	594	628	1198	726	1160	970	1024	1458	954	1001	1161
gene-HI_1025	443	615	532	539	508	428	484	541	564	472	600	350	778	2031	1008	1008	1288	788	804	646	232	655	443	632	1029	749	1181	1104	1083	1519	922	997	1278
gene-HI_1026	261	360	331	316	374	283	273	369	329	284	406	214	468	1758	826	950	954	618	742	544	114	451	218	371	878	469	811	806	717	1391	798	787	1088
gene-HI_1027	537	552	538	601	577	460	531	679	583	516	683	320	1077	2623	1347	1474	2425	1328	1464	1017	276	841	617	558	1761	1058	1504	1990	2142	2372	1581	1862	2028
gene-HI_1028	401	492	401	629	518	409	547	674	670	370	399	279	1597	3918	2261	2848	3374	3077	1905	1757	241	569	311	624	1945	1236	2733	2658	2811	5705	2353	2572	3963
gene-HI_1029	446	516	520	653	467	347	488	548	496	481	470	236	919	2227	1094	1282	2284	1306	1015	945	429	596	473	453	1303	950	1507	1604	1652	2318	1174	1506	1930
gene-HI_1030	78	88	87	124	90	60	103	107	90	57	99	54	186	683	378	431	695	442	292	271	141	90	38	94	332	200	468	342	349	858	346	312	585
gene-HI_1031	210	265	257	299	209	159	235	230	234	144	262	116	1161	2440	1157	1460	3083	1547	867	1280	582	243	246	161	1274	1190	1432	1497	2009	2709	943	1522	1718
gene-HI_1032	2820	4020	3237	2849	2841	1810	1842	2639	2351	1824	2261	1145	787	1969	1709	1633	1315	1586	1936	2388	1591	2955	1204	2367	2134	765	1418	2232	1454	1933	2492	1590	2284
gene-HI_1033	3430	3742	3057	3443	3790	2456	2512	2772	3530	1966	2840	1832	1851	2396	2772	1757	1963	2332	1679	2146	961	3004	2354	3868	2205	1706	2073	2339	2628	1856	2291	2568	2524
gene-HI_1034	4839	5984	5274	6295	6489	4446	5162	5771	5418	6363	4614	3034	6326	9094	5578	6931	5427	6621	5547	7723	5016	9006	5654	6497	9345	4623	5413	9585	6502	6573	6957	5550	6116
gene-HI_1035	3780	4384	4230	4067	3228	2994	3571	2174	2082	3844	3907	2881	788	1281	920	356	648	1040	1432	593	903	6639	5916	5121	1746	1647	1355	672	772	793	1731	2014	1739
gene-HI_1036	2706	3524	3242	2839	3301	3131	3135	2680	3401	1215	1380	2141	327	935	1022	563	735	1067	862	620	739	2614	1076	3903	895	480	1361	689	388	1020	1720	884	1829
gene-HI_1037	3763	4620	4258	5910	4748	4301	3869	4481	5344	3375	2703	2958	2030	2862	2202	2047	2616	1622	3673	4241	1446	6793	3507	4709	3405	1632	2905	2895	1979	2156	4314	3220	3125
gene-HI_1037.1	236	301	299	242	227	197	155	178	165	48	53	139	29	41	76	62	60	77	51	38	45	97	72	219	46	27	62	47	27	68	100	51	118
gene-HI_1038	790	964	969	944	937	892	899	787	696	1146	993	671	1112	1473	772	983	1433	914	1439	1292	553	1817	1474	1080	1581	1089	920	1326	1241	809	1322	1486	1094
gene-HI_1040	2889	3705	3421	3564	3282	2565	2649	2904	2586	2224	2537	2015	706	1987	1397	1583	1281	1384	1680	1639	1348	4028	1238	3203	2065	766	2066	1455	918	1703	2285	1229	1741
gene-HI_1041	3925	4977	4324	3802	4585	3325	2942	3622	3267	2101	2556	2067	628	1518	1571	850	608	1059	1026	854	652	3473	1588	4341	1476	820	2131	933	638	1409	1629	874	1686
gene-HI_1043	84	83	115	122	82	91	86	96	133	75	78	64	115	213	115	128	178	117	155	107	143	135	135	83	189	109	98	177	153	134	192	120	219
gene-HI_1044	152	230	180	342	261	264	298	336	379	215	223	187	220	505	273	345	438	281	375	262	123	390	157	274	460	185	291	400	327	435	429	334	449
gene-HI_1045	176	269	223	450	382	285	379	414	403	211	250	188	235	406	264	339	515	288	370	360	208	352	296	330	420	230	236	463	506	445	440	542	462
gene-HI_1046	95	100	107	226	251	187	198	226	275	65	105	121	133	238	215	164	318	160	166	184	101	113	88	160	180	128	122	224	268	292	185	287	361
gene-HI_1047	339	388	348	1140	1126	974	934	1126	3327	273	389	627	607	1099	1000	966	1324	826	837	1230	532	465	307	749	919	566	485	1171	1370	1263	981	1367	1451
gene-HI_1048	1649	1928	1751	2034	1833	1503	1572	1742	1607	1602	3496	3809	3146	5785	2217	2942	5484	2284	4836	5656	2238	2709	5109	1846	3072	2392	2797	3718	5138	2575	5507	7119	5236
